Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Volume_NVDA,Open_NDX,High_NDX,Low_NDX,Close_NDX,Volume_NDX,Open_SPX,High_SPX,Low_SPX,Close_SPX,Volume_SPX,Open_VIX,High_VIX,Low_VIX,Close_VIX
1999-02-26,0.0444845,0.0458586,0.0414991,0.0419634,47757932,1974.39,1974.39,1914.7,1925.28,155374138.0,1245.02,1246.73,1226.24,1238.33,435888889.0,27.88,27.88,27.88,27.88
1999-03-01,0.0428759,0.0440182,0.0401271,0.04218,25265792,1925.97,1945.37,1902.29,1937.7,132896552.0,1238.33,1238.7,1221.88,1236.16,388611111.0,28.37,28.37,28.37,28.37
1999-03-02,0.0419634,0.04218,0.0410388,0.0417307,15439579,1937.7,1953.83,1886.36,1888.66,154141379.0,1236.16,1248.31,1221.87,1225.5,418666667.0,29.22,29.22,29.22,29.22
1999-03-03,0.0419634,0.0419634,0.0387442,0.038972,17310627,1891.7,1913.18,1870.37,1899.81,149031034.0,1225.5,1231.63,1216.03,1227.7,417611111.0,29.04,29.04,29.04,29.04
1999-03-04,0.0408112,0.0410388,0.0378386,0.0380583,16329315,1899.81,1954.31,1880.85,1933.03,153350000.0,1227.7,1247.74,1227.7,1246.64,428277778.0,26.67,26.67,26.67,26.67
1999-03-05,0.0385123,0.0403518,0.0385123,0.0401271,21772336,1933.06,1985.54,1933.06,1969.87,148137931.0,1246.64,1275.73,1246.64,1275.47,463833333.0,24.08,24.08,24.08,24.08
1999-03-08,0.0392015,0.0419634,0.0385123,0.0408112,21288285,1969.87,2034.69,1969.87,2034.05,167370690.0,1275.47,1282.74,1271.58,1282.73,397000000.0,24.54,24.54,24.54,24.54
1999-03-09,0.0408112,0.0426466,0.0408112,0.04218,39645642,2034.05,2070.24,2021.21,2028.57,178086207.0,1282.73,1293.74,1275.11,1279.84,446500000.0,25.02,25.02,25.02,25.02
1999-03-10,0.0426466,0.0426466,0.0408112,0.0414991,64178733,2028.57,2042.87,2012.03,2038.51,161494828.0,1279.84,1287.02,1275.16,1286.84,467722222.0,24.79,24.79,24.79,24.79
1999-03-11,0.0408112,0.0414991,0.0396677,0.0396677,15020865,2038.51,2067.49,2020.23,2043.76,178203448.0,1286.84,1306.43,1286.84,1297.68,502666667.0,24.37,24.37,24.37,24.37
1999-03-12,0.0398945,0.0398945,0.0382868,0.038972,25409737,2043.76,2043.76,1989.84,2008.96,158346552.0,1297.68,1304.42,1289.17,1294.59,458777778.0,24.84,24.84,24.84,24.84
1999-03-15,0.0398945,0.0410388,0.0396677,0.0405864,30159616,2009.36,2060.34,1999.23,2060.34,146806897.0,1294.59,1307.47,1291.03,1307.26,404000000.0,25.24,25.24,25.24,25.24
1999-03-16,0.0408112,0.0412705,0.038972,0.0392015,21942510,2060.34,2083.32,2048.29,2073.31,168484483.0,1307.26,1311.11,1302.29,1306.38,417722222.0,25.15,25.15,25.15,25.15
1999-03-17,0.0396677,0.0403518,0.0385123,0.0394331,14510454,2073.14,2080.24,2057.13,2064.5,147296552.0,1306.38,1306.55,1292.63,1297.82,417944444.0,25.57,25.57,25.57,25.57
1999-03-18,0.0396677,0.0405864,0.0387442,0.0401271,13110558,2064.5,2102.97,2060.53,2102.77,161625862.0,1297.82,1317.62,1294.75,1316.55,461666667.0,24.13,24.13,24.13,24.13
1999-03-19,0.0398945,0.0412705,0.0398945,0.0401271,29400494,2102.91,2121.56,2053.17,2053.69,181875862.0,1316.55,1323.82,1298.92,1299.29,508166667.0,24.32,24.32,24.32,24.32
1999-03-22,0.0410388,0.0410388,0.038972,0.038972,10467489,2053.69,2065.11,2025.7,2027.14,150724138.0,1299.29,1303.84,1294.26,1297.01,365666667.0,25.0,25.0,25.0,25.0
1999-03-23,0.0392015,0.0392015,0.0357676,0.0364567,44813824,2026.84,2026.84,1960.31,1961.31,168275862.0,1297.01,1297.01,1257.46,1262.14,450722222.0,27.27,27.27,27.27,27.27
1999-03-24,0.0362297,0.0364567,0.0348559,0.0362297,17088025,1961.31,2013.7,1943.92,2013.55,147675862.0,1262.14,1269.02,1256.43,1268.59,423277778.0,26.6,26.6,26.6,26.6
1999-03-25,0.0362297,0.0382868,0.0359942,0.0366834,11291817,2013.55,2083.46,2013.55,2083.35,161981034.0,1268.59,1289.99,1268.59,1289.99,435666667.0,24.33,24.33,24.33,24.33
1999-03-26,0.037377,0.0401271,0.037377,0.0401271,24350028,2083.35,2096.22,2058.87,2067.3,143300000.0,1289.99,1289.99,1277.25,1282.8,392888889.0,24.04,24.04,24.04,24.04
1999-03-29,0.0412705,0.04218,0.0405864,0.0412705,18527400,2067.3,2144.66,2067.3,2144.66,151068966.0,1282.8,1311.76,1282.8,1310.17,415500000.0,23.54,23.54,23.54,23.54
1999-03-30,0.0412705,0.0417307,0.0376018,0.0378386,19299291,2144.66,2158.94,2123.98,2125.69,154501724.0,1310.17,1310.17,1295.47,1300.75,405000000.0,22.73,22.73,22.73,22.73
1999-03-31,0.038972,0.0408112,0.0371475,0.0403518,41869987,2125.69,2168.69,2104.19,2106.39,189862069.0,1300.75,1313.6,1285.87,1286.37,513500000.0,23.26,23.26,23.26,23.26
1999-04-01,0.0403518,0.0405864,0.0385123,0.0392015,8544193,2106.39,2147.63,2106.39,2146.13,146324138.0,1286.37,1294.54,1282.56,1293.72,390555556.0,22.06,22.06,22.06,22.06
1999-04-05,0.0387442,0.0396677,0.0378386,0.0380583,27293895,2146.13,2219.97,2146.13,2219.64,168606897.0,1293.72,1321.12,1293.72,1321.12,386555556.0,22.19,22.19,22.19,22.19
1999-04-06,0.0382868,0.0385123,0.0362297,0.036919,19377868,2219.64,2244.25,2200.56,2218.83,192067241.0,1321.12,1326.76,1311.07,1317.89,437500000.0,22.65,22.65,22.65,22.65
1999-04-07,0.037377,0.0403518,0.036919,0.0401271,24781851,2218.83,2251.29,2158.63,2192.29,219439655.0,1317.89,1329.58,1312.59,1326.89,453555556.0,22.81,22.81,22.81,22.81
1999-04-08,0.0403518,0.0419634,0.0398945,0.0408112,35550119,2192.29,2224.81,2156.65,2224.75,197565517.0,1326.89,1344.08,1321.6,1343.98,472500000.0,22.59,22.59,22.59,22.59
1999-04-09,0.0410388,0.0410388,0.0398945,0.0401271,13345989,2224.75,2238.59,2208.39,2232.47,188168966.0,1343.98,1351.22,1335.24,1348.35,397833333.0,21.77,21.77,21.77,21.77
1999-04-12,0.0396677,0.0396677,0.0378386,0.0385123,9773975,2232.47,2232.47,2167.71,2219.21,197125862.0,1348.35,1358.69,1333.48,1358.63,450444444.0,21.93,21.93,21.93,21.93
1999-04-13,0.0392015,0.0392015,0.0362297,0.036919,10244957,2219.21,2240.3,2173.23,2175.18,231327586.0,1358.64,1362.38,1344.03,1349.82,450500000.0,22.73,22.73,22.73,22.73
1999-04-14,0.0366834,0.0376018,0.0357676,0.0357676,13202114,2175.18,2214.68,2103.63,2103.63,244170690.0,1349.82,1357.24,1326.41,1328.44,528888889.0,24.94,24.94,24.94,24.94
1999-04-15,0.0366834,0.0366834,0.0357676,0.0366834,10114242,2103.63,2136.27,2053.72,2135.81,212751724.0,1328.44,1332.41,1308.38,1322.85,605444444.0,23.93,23.93,23.93,23.93
1999-04-16,0.0364567,0.0385123,0.0364567,0.0380583,10689940,2135.81,2144.61,2082.0,2086.46,177081034.0,1322.86,1325.03,1311.4,1319.0,556833333.0,23.9,23.9,23.9,23.9
1999-04-19,0.0385123,0.0385123,0.0357676,0.0362297,8910459,2086.46,2104.55,1962.56,1967.58,207067241.0,1319.0,1340.1,1284.48,1289.48,674666667.0,26.42,26.42,26.42,26.42
1999-04-20,0.0362297,0.0378386,0.0353183,0.0355331,18527400,1967.57,2030.34,1952.36,2030.28,197196552.0,1289.48,1306.3,1284.21,1306.17,547444444.0,25.02,25.02,25.02,25.02
1999-04-21,0.0355331,0.0362297,0.0353183,0.0362297,10820815,2031.6,2106.23,2022.0,2105.82,194013793.0,1306.17,1336.12,1301.84,1336.12,511111111.0,23.31,23.31,23.31,23.31
1999-04-22,0.0362297,0.0362297,0.0343868,0.0346193,62176800,2105.82,2185.23,2105.82,2183.49,191458621.0,1336.12,1358.84,1336.12,1358.82,515500000.0,22.62,22.62,22.62,22.62
1999-04-23,0.0343868,0.0346193,0.032785,0.0330168,34555657,2183.49,2224.4,2151.06,2210.44,180977586.0,1358.83,1363.65,1348.45,1356.85,413833333.0,22.76,22.76,22.76,22.76
1999-04-26,0.0330168,0.0334779,0.0304884,0.0311834,34202370,2210.45,2276.68,2210.45,2260.66,181115517.0,1356.85,1363.56,1353.72,1360.04,395555556.0,23.53,23.53,23.53,23.53
1999-04-27,0.0320983,0.0348559,0.0314141,0.0346193,62072134,2263.01,2283.55,2204.44,2207.03,195174138.0,1360.04,1371.56,1356.55,1362.8,495388889.0,23.36,23.36,23.36,23.36
1999-04-28,0.0348559,0.0348559,0.0332515,0.0343868,32750106,2207.03,2217.17,2147.54,2150.44,172555172.0,1362.8,1368.62,1348.29,1350.91,528722222.0,24.4,24.4,24.4,24.4
1999-04-29,0.0343868,0.0346193,0.0337177,0.0343868,13149726,2150.44,2152.72,2094.57,2119.29,173387931.0,1350.91,1356.75,1336.81,1342.83,557555556.0,25.06,25.06,25.06,25.06
1999-04-30,0.0348559,0.0362297,0.0343868,0.0348559,27581884,2119.47,2172.14,2081.67,2136.39,171458621.0,1342.83,1351.83,1314.58,1335.18,520277778.0,25.07,25.07,25.07,25.07
1999-05-03,0.0353183,0.0353183,0.0341571,0.0350837,9263665,2136.39,2145.45,2097.39,2137.95,149312069.0,1335.18,1354.63,1329.01,1354.63,450777778.0,24.15,24.15,24.15,24.15
1999-05-04,0.0350837,0.0350837,0.0325554,0.0332515,26194777,2137.95,2170.52,2096.08,2097.55,158918966.0,1354.63,1354.64,1330.64,1332.0,518388889.0,25.62,25.62,25.62,25.62
1999-05-05,0.0334779,0.0339333,0.0314141,0.0339333,39501598,2097.55,2155.8,2047.77,2155.77,179091379.0,1332.0,1347.32,1317.44,1347.31,507500000.0,25.19,25.19,25.19,25.19
1999-05-06,0.0337177,0.0343868,0.0323268,0.0332515,10022556,2155.77,2163.79,2075.96,2078.63,156834483.0,1347.31,1348.36,1322.56,1332.05,486333333.0,27.44,27.44,27.44,27.44
1999-05-07,0.0323268,0.0337177,0.0323268,0.0334779,6974053,2079.42,2119.86,2064.56,2117.73,149491379.0,1332.05,1345.99,1332.05,1345.0,452722222.0,25.36,25.36,25.36,25.36
1999-05-10,0.0332515,0.0341571,0.0332515,0.0334779,5443071,2117.73,2151.87,2109.9,2134.75,143298276.0,1345.0,1352.01,1334.0,1340.3,429611111.0,26.62,26.62,26.62,26.62
1999-05-11,0.0348559,0.0362297,0.0341571,0.0353183,47391496,2134.75,2182.46,2134.75,2175.85,164601724.0,1340.3,1360.0,1340.3,1355.61,464500000.0,25.62,25.62,25.62,25.62
1999-05-12,0.0355331,0.0364567,0.0350837,0.0362297,46004509,2175.85,2223.53,2152.77,2217.68,178017241.0,1355.61,1367.36,1333.1,1364.0,458611111.0,26.13,26.13,26.13,26.13
1999-05-13,0.0362297,0.037377,0.0362297,0.0362297,19482574,2217.68,2239.86,2178.37,2179.08,184406897.0,1364.0,1375.98,1364.0,1367.56,442722222.0,25.02,25.02,25.02,25.02
1999-05-14,0.0362297,0.0362297,0.0339333,0.0343868,8439427,2179.08,2179.08,2120.72,2125.15,161439655.0,1367.56,1367.56,1332.63,1337.8,404333333.0,26.86,26.86,26.86,26.86
1999-05-17,0.0339333,0.0359942,0.0337177,0.0359942,10074944,2125.15,2175.74,2099.73,2175.74,135806897.0,1337.8,1339.95,1321.19,1339.49,369722222.0,27.28,27.28,27.28,27.28
1999-05-18,0.0364567,0.0382868,0.0353183,0.0378386,41725822,2175.74,2180.67,2146.81,2159.26,148637931.0,1339.49,1345.44,1323.46,1333.32,418555556.0,27.26,27.26,27.26,27.26
1999-05-19,0.0394331,0.0408112,0.0355331,0.0359942,123215304,2159.36,2186.51,2119.55,2186.2,166267241.0,1333.32,1344.23,1327.05,1344.23,445055556.0,25.08,25.08,25.08,25.08
1999-05-20,0.0362297,0.0362297,0.0318705,0.0332515,48660677,2186.31,2193.45,2139.95,2139.95,173236207.0,1344.23,1350.49,1338.83,1338.83,417888889.0,24.46,24.46,24.46,24.46
1999-05-21,0.032785,0.032785,0.0314141,0.0325554,82902487,2139.95,2152.56,2105.01,2114.4,153332759.0,1338.83,1340.88,1326.19,1330.29,381444444.0,24.4,24.4,24.4,24.4
1999-05-24,0.032785,0.0334779,0.0318705,0.0323268,44983998,2114.4,2123.47,2050.83,2060.59,158600000.0,1330.29,1333.02,1303.53,1306.65,419277778.0,27.62,27.62,27.62,27.62
1999-05-25,0.0325554,0.0330168,0.0323268,0.0325554,35537130,2060.59,2086.48,1997.82,1999.04,180777586.0,1306.65,1317.52,1284.38,1284.4,459277778.0,28.9,28.9,28.9,28.9
1999-05-26,0.0325554,0.0341571,0.0325554,0.0325554,29151964,1999.04,2053.04,1960.55,2053.04,189555172.0,1284.4,1304.85,1278.43,1304.76,483777778.0,27.57,27.57,27.57,27.57
1999-05-27,0.032785,0.032785,0.0323268,0.0323268,22544407,2053.04,2069.11,2021.18,2050.09,143860345.0,1304.76,1304.76,1277.31,1281.41,450777778.0,28.12,28.12,28.12,28.12
1999-05-28,0.032785,0.032785,0.0323268,0.0325554,24506962,2050.09,2090.16,2038.74,2089.55,117512069.0,1281.41,1304.0,1281.41,1301.84,361088889.0,25.39,25.39,25.39,25.39
1999-06-01,0.0325554,0.032785,0.0320983,0.032785,27254737,2089.7,2089.7,2025.66,2025.79,128220690.0,1301.84,1301.84,1281.44,1294.26,379888889.0,26.62,26.62,26.62,26.62
1999-06-02,0.032785,0.032785,0.0314141,0.0314141,35550119,2025.79,2076.65,1987.4,2074.54,154410345.0,1294.26,1297.1,1277.47,1294.81,404444444.0,26.21,26.21,26.21,26.21
1999-06-03,0.0323268,0.0325554,0.0320983,0.0323268,11815237,2074.54,2083.0,2029.22,2030.4,141260345.0,1294.81,1304.15,1294.2,1299.54,399777778.0,26.2,26.2,26.2,26.2
1999-06-04,0.0325554,0.032785,0.0323268,0.0325554,21837764,2031.97,2109.47,2031.97,2109.41,152705172.0,1299.54,1327.75,1299.54,1327.75,385833333.0,23.43,23.43,23.43,23.43
1999-06-07,0.032785,0.0334779,0.032785,0.0330168,34163242,2109.41,2155.39,2109.41,2152.69,150822414.0,1327.75,1336.42,1325.89,1334.52,369055556.0,23.78,23.78,23.78,23.78
1999-06-08,0.0330168,0.0343868,0.0330168,0.0337177,42484934,2152.69,2158.8,2083.81,2086.75,146158621.0,1334.52,1334.52,1312.83,1317.33,381055556.0,24.02,24.02,24.02,24.02
1999-06-09,0.0339333,0.0350837,0.0339333,0.0343868,26561293,2089.14,2136.52,2089.14,2135.48,145124138.0,1317.33,1326.01,1314.73,1318.64,367777778.0,23.9,23.9,23.9,23.9
1999-06-10,0.0343868,0.0346193,0.0341571,0.0343868,10218758,2135.48,2135.48,2081.67,2097.79,137312069.0,1318.64,1318.64,1293.28,1302.82,398055556.0,25.32,25.32,25.32,25.32
1999-06-11,0.0343868,0.0346193,0.0325554,0.0337177,17153523,2097.79,2120.54,2057.19,2062.29,130193103.0,1302.82,1311.97,1287.88,1293.64,387888889.0,25.9,25.9,25.9,25.9
1999-06-14,0.0339333,0.0339333,0.0323268,0.0325554,14641349,2062.29,2074.28,2027.9,2028.92,144046552.0,1293.64,1301.99,1292.2,1294.0,371888889.0,26.51,26.51,26.51,26.51
1999-06-15,0.0325554,0.032785,0.0320983,0.0325554,13633828,2028.56,2072.35,2020.38,2058.17,144313793.0,1294.0,1310.76,1294.0,1301.16,387000000.0,25.91,25.91,25.91,25.91
1999-06-16,0.0330168,0.0343868,0.0325554,0.0334779,17873296,2058.17,2167.82,2058.17,2167.49,176987931.0,1301.16,1332.83,1301.16,1330.41,448222222.0,22.4,22.4,22.4,22.4
1999-06-17,0.0332515,0.0337177,0.0325554,0.0325554,20869561,2159.1,2198.29,2139.8,2190.83,153858621.0,1330.41,1343.54,1322.75,1339.9,389055556.0,21.95,21.95,21.95,21.95
1999-06-18,0.032785,0.032785,0.0311834,0.0311834,43322272,2190.83,2206.2,2155.19,2205.46,168639655.0,1339.9,1344.48,1333.52,1342.84,508055556.0,21.75,21.75,21.75,21.75
1999-06-21,0.0323268,0.0330168,0.0314141,0.0330168,23041608,2205.46,2268.66,2205.46,2268.66,155841379.0,1342.84,1349.06,1337.63,1349.0,381444444.0,21.81,21.81,21.81,21.81
1999-06-22,0.0330168,0.0330168,0.0316407,0.0323268,52782209,2268.67,2280.31,2209.85,2209.89,172803448.0,1349.0,1351.12,1335.52,1335.88,398055556.0,21.7,21.7,21.7,21.7
1999-06-23,0.0320983,0.0330168,0.0316407,0.0330168,58186073,2209.89,2239.59,2177.48,2239.33,163891379.0,1335.87,1335.88,1322.55,1333.06,406555556.0,21.32,21.32,21.32,21.32
1999-06-24,0.0332515,0.0332515,0.0320983,0.0323268,31402408,2239.33,2239.33,2181.48,2184.87,157194828.0,1333.06,1333.06,1308.47,1315.78,383555556.0,23.06,23.06,23.06,23.06
1999-06-25,0.0320983,0.0330168,0.0320983,0.032785,20280803,2184.87,2221.31,2174.11,2185.76,132394828.0,1315.78,1329.13,1312.64,1315.31,346366667.0,21.76,21.76,21.76,21.76
1999-06-28,0.0337177,0.0337177,0.0325554,0.0332515,30303240,2185.76,2243.94,2185.76,2243.94,131362069.0,1315.31,1333.68,1315.31,1331.35,362727778.0,22.63,22.63,22.63,22.63
1999-06-29,0.0337177,0.0339333,0.0332515,0.0334779,25488354,2243.73,2280.41,2192.95,2280.06,164170690.0,1331.35,1351.51,1328.4,1351.45,455611111.0,22.51,22.51,22.51,22.51
1999-06-30,0.0346193,0.0364567,0.0339333,0.0364567,73455518,2280.07,2320.43,2250.95,2296.77,228975862.0,1351.45,1372.93,1338.78,1372.71,620555556.0,21.09,21.09,21.09,21.09
1999-07-01,0.0364567,0.0364567,0.032785,0.0346193,24650756,2296.77,2329.06,2272.17,2322.32,188463793.0,1372.71,1382.8,1360.8,1380.96,468555556.0,19.69,19.69,19.69,19.69
1999-07-02,0.0350837,0.0371475,0.0343868,0.0371475,61928260,2322.32,2348.22,2322.32,2347.88,146555172.0,1380.96,1391.22,1379.57,1391.22,340872222.0,18.66,18.66,18.66,18.66
1999-07-06,0.0376018,0.0376018,0.0366834,0.037377,54195375,2347.88,2383.02,2325.32,2330.73,195796552.0,1391.22,1405.29,1387.08,1388.12,401611111.0,20.73,20.73,20.73,20.73
1999-07-07,0.0376018,0.0376018,0.0364567,0.0364567,17310627,2331.12,2347.28,2317.38,2340.67,178232759.0,1388.12,1395.88,1384.95,1395.86,439555556.0,20.35,20.35,20.35,20.35
1999-07-08,0.0366834,0.0380583,0.0355331,0.037377,51277517,2340.67,2377.86,2329.1,2374.58,180755172.0,1395.86,1403.25,1386.69,1394.42,461444444.0,19.47,19.47,19.47,19.47
1999-07-09,0.037377,0.0408112,0.037377,0.0405864,57793568,2374.58,2393.36,2363.41,2393.02,159858621.0,1394.42,1403.28,1394.42,1403.28,389444444.0,17.96,17.96,17.96,17.96
1999-07-12,0.0428759,0.044251,0.0412705,0.0424127,109725320,2393.02,2410.62,2370.09,2384.24,169201724.0,1403.28,1406.82,1394.7,1399.1,380722222.0,19.73,19.73,19.73,19.73
1999-07-13,0.0428759,0.0431057,0.0405864,0.0424127,38533405,2384.21,2384.21,2352.52,2373.66,171618966.0,1399.1,1399.1,1386.84,1393.56,408888889.0,19.95,19.95,19.95,19.95
1999-07-14,0.0424127,0.04356,0.0405864,0.0408112,38153809,2373.61,2417.06,2360.83,2417.05,184670690.0,1393.56,1400.05,1386.51,1398.17,420055556.0,19.71,19.71,19.71,19.71
1999-07-15,0.0412705,0.0424127,0.0410388,0.0410388,37761394,2417.05,2430.44,2407.4,2429.27,192986207.0,1398.17,1409.84,1398.17,1409.62,454888889.0,18.68,18.68,18.68,18.68
1999-07-16,0.0417307,0.04218,0.0410388,0.0419634,28785648,2429.27,2466.8,2429.27,2459.48,181544828.0,1409.62,1418.78,1407.07,1418.78,396722222.0,17.42,17.42,17.42,17.42
1999-07-19,0.0419634,0.04218,0.0405864,0.0408112,11959062,2459.5,2468.42,2422.63,2424.62,163094828.0,1418.78,1420.33,1404.56,1407.65,356850000.0,19.07,19.07,19.07,19.07
1999-07-20,0.0408112,0.0408112,0.0387442,0.0401271,48909258,2424.62,2424.62,2327.73,2329.32,186429310.0,1407.65,1407.65,1375.15,1377.1,419333333.0,21.79,21.79,21.79,21.79
1999-07-21,0.0396677,0.0396677,0.0378386,0.038972,30813680,2329.32,2368.37,2325.11,2363.63,175703448.0,1377.1,1386.66,1372.63,1379.29,436388889.0,21.46,21.46,21.46,21.46
1999-07-22,0.0387442,0.0387442,0.0366834,0.0371475,58447763,2363.63,2363.63,2281.31,2281.92,179072414.0,1379.29,1379.29,1353.98,1360.97,428722222.0,23.05,23.05,23.05,23.05
1999-07-23,0.036919,0.0382868,0.036919,0.0371475,22400392,2281.92,2313.82,2270.0,2302.02,158972414.0,1360.97,1367.41,1349.91,1356.94,350322222.0,23.32,23.32,23.32,23.32
1999-07-26,0.0380583,0.0380583,0.037377,0.037377,16944211,2302.02,2302.02,2233.15,2233.51,145491379.0,1356.94,1358.61,1346.2,1347.76,340805556.0,24.98,24.98,24.98,24.98
1999-07-27,0.037377,0.0376018,0.0366834,0.037377,27267806,2233.51,2312.68,2233.51,2308.78,171986207.0,1347.75,1368.7,1347.75,1362.84,402111111.0,23.23,23.23,23.23,23.23
1999-07-28,0.037377,0.0385123,0.0371475,0.0380583,67227367,2308.39,2338.01,2282.77,2333.78,166358621.0,1362.84,1370.53,1355.54,1365.4,383833333.0,22.85,22.85,22.85,22.85
1999-07-29,0.037377,0.0385123,0.036919,0.0382868,105983133,2333.78,2333.78,2256.18,2263.06,158103448.0,1365.4,1365.4,1332.82,1341.03,427833333.0,24.52,24.52,24.52,24.52
1999-07-30,0.0382868,0.0394331,0.0382868,0.0385123,123463804,2263.06,2309.18,2263.06,2270.93,151251724.0,1341.03,1350.92,1328.49,1328.72,409333333.0,24.64,24.64,24.64,24.64
1999-08-02,0.0385123,0.038972,0.0382868,0.0387442,85623842,2270.93,2307.55,2255.79,2264.81,130037931.0,1328.72,1344.69,1325.21,1328.05,360861111.0,25.59,25.59,25.59,25.59
