Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Volume_NVDA,Open_NDX,High_NDX,Low_NDX,Close_NDX,Volume_NDX,Open_SPX,High_SPX,Low_SPX,Close_SPX,Volume_SPX,Open_VIX,High_VIX,Low_VIX,Close_VIX,SMA_20_NVDA,SMA_50_NVDA,RSI_NVDA
1999-06-09,0.0339333,0.0350837,0.0339333,0.0343868,26561293,2089.14,2136.52,2089.14,2135.48,145124138.0,1317.33,1326.01,1314.73,1318.64,367777778.0,23.9,23.9,23.9,23.9,0.033750125,0.035144652,52.537714925827956
1999-06-10,0.0343868,0.0346193,0.0341571,0.0343868,10218758,2135.48,2135.48,2081.67,2097.79,137312069.0,1318.64,1318.64,1293.28,1302.82,398055556.0,25.32,25.32,25.32,25.32,0.03365798,0.035075616,52.537714925827956
1999-06-11,0.0343868,0.0346193,0.0325554,0.0337177,17153523,2097.79,2120.54,2057.19,2062.29,130193103.0,1302.82,1311.97,1287.88,1293.64,387888889.0,25.9,25.9,25.9,25.9,0.03353238,0.034942934,49.19429650288846
1999-06-14,0.0339333,0.0339333,0.0323268,0.0325554,14641349,2062.29,2074.28,2027.9,2028.92,144046552.0,1293.64,1301.99,1292.2,1294.0,371888889.0,26.51,26.51,26.51,26.51,0.03344081,0.034810012,43.96074517000091
1999-06-15,0.0325554,0.032785,0.0320983,0.0325554,13633828,2028.56,2072.35,2020.38,2058.17,144313793.0,1294.0,1310.76,1294.0,1301.16,387000000.0,25.91,25.91,25.91,25.91,0.03326887,0.034699954000000005,43.96074517000091
1999-06-16,0.0330168,0.0343868,0.0325554,0.0334779,17873296,2058.17,2167.82,2058.17,2167.49,176987931.0,1301.16,1332.83,1301.16,1330.41,448222222.0,22.4,22.4,22.4,22.4,0.033050835,0.034631132,48.95900018724269
1999-06-17,0.0332515,0.0337177,0.0325554,0.0325554,20869561,2159.1,2198.29,2139.8,2190.83,153858621.0,1330.41,1343.54,1322.75,1339.9,389055556.0,21.95,21.95,21.95,21.95,0.032878895,0.034479698,44.66846227122574
1999-06-18,0.032785,0.032785,0.0311834,0.0311834,43322272,2190.83,2206.2,2155.19,2205.46,168639655.0,1339.9,1344.48,1333.52,1342.84,508055556.0,21.75,21.75,21.75,21.75,0.03277549,0.034287142,39.17040026684213
1999-06-21,0.0323268,0.0330168,0.0314141,0.0330168,23041608,2205.46,2268.66,2205.46,2268.66,155841379.0,1342.84,1349.06,1337.63,1349.0,381444444.0,21.81,21.81,21.81,21.81,0.03279856,0.034144935999999994,48.32388186378802
1999-06-22,0.0330168,0.0330168,0.0316407,0.0323268,52782209,2268.67,2280.31,2209.85,2209.89,172803448.0,1349.0,1351.12,1335.52,1335.88,398055556.0,21.7,21.7,21.7,21.7,0.03279856,0.034021225999999995,45.54609422272791
1999-06-23,0.0320983,0.0330168,0.0316407,0.0330168,58186073,2209.89,2239.59,2177.48,2239.33,163891379.0,1335.87,1335.88,1322.55,1333.06,406555556.0,21.32,21.32,21.32,21.32,0.03282163,0.033943181999999995,48.72052238311449
1999-06-24,0.0332515,0.0332515,0.0320983,0.0323268,31402408,2239.33,2239.33,2181.48,2184.87,157194828.0,1333.06,1333.06,1308.47,1315.78,383555556.0,23.06,23.06,23.06,23.06,0.0328102,0.033874366,45.842529447454744
1999-06-25,0.0320983,0.0330168,0.0320983,0.032785,20280803,2184.87,2221.31,2174.11,2185.76,132394828.0,1315.78,1329.13,1312.64,1315.31,346366667.0,21.76,21.76,21.76,21.76,0.03283311,0.033796398,48.03764453323846
1999-06-28,0.0337177,0.0337177,0.0325554,0.0332515,30303240,2185.76,2243.94,2185.76,2243.94,131362069.0,1315.31,1333.68,1315.31,1331.35,362727778.0,22.63,22.63,22.63,22.63,0.032867915000000004,0.033700262,50.24862671115933
1999-06-29,0.0337177,0.0339333,0.0332515,0.0334779,25488354,2243.73,2280.41,2192.95,2280.06,164170690.0,1331.35,1351.51,1328.4,1351.45,455611111.0,22.51,22.51,22.51,22.51,0.032902560000000004,0.033645226,51.33095423168105
1999-06-30,0.0346193,0.0364567,0.0339333,0.0364567,73455518,2280.07,2320.43,2250.95,2296.77,228975862.0,1351.45,1372.93,1338.78,1372.71,620555556.0,21.09,21.09,21.09,21.09,0.03315469,0.033663698,62.79836282778479
1999-07-01,0.0364567,0.0364567,0.032785,0.0346193,24650756,2296.77,2329.06,2272.17,2322.32,188463793.0,1372.71,1382.8,1360.8,1380.96,468555556.0,19.69,19.69,19.69,19.69,0.033269315,0.03363149000000001,54.29959277908729
1999-07-02,0.0350837,0.0371475,0.0343868,0.0371475,61928260,2322.32,2348.22,2322.32,2347.88,146555172.0,1380.96,1391.22,1379.57,1391.22,340872222.0,18.66,18.66,18.66,18.66,0.03349892,0.033682053999999996,61.93344473749152
1999-07-06,0.0376018,0.0376018,0.0366834,0.037377,54195375,2347.88,2383.02,2325.32,2330.73,195796552.0,1391.22,1405.29,1387.08,1388.12,401611111.0,20.73,20.73,20.73,20.73,0.03371693,0.033769257999999996,62.54507441263223
1999-07-07,0.0376018,0.0376018,0.0364567,0.0364567,17310627,2331.12,2347.28,2317.38,2340.67,178232759.0,1388.12,1395.88,1384.95,1395.86,439555556.0,20.35,20.35,20.35,20.35,0.033853879999999996,0.033874724,58.486862597617794
1999-07-08,0.0366834,0.0380583,0.0355331,0.037377,51277517,2340.67,2377.86,2329.1,2374.58,180755172.0,1395.86,1403.25,1386.69,1394.42,461444444.0,19.47,19.47,19.47,19.47,0.03400339,0.033929878,61.19816842190632
1999-07-09,0.037377,0.0408112,0.037377,0.0405864,57793568,2374.58,2393.36,2363.41,2393.02,159858621.0,1394.42,1403.28,1394.42,1403.28,389444444.0,17.96,17.96,17.96,17.96,0.034313369999999996,0.03405387,68.8410181114172
1999-07-12,0.0428759,0.044251,0.0412705,0.0424127,109725320,2393.02,2410.62,2370.09,2384.24,169201724.0,1403.28,1406.82,1394.7,1399.1,380722222.0,19.73,19.73,19.73,19.73,0.03474812,0.034214388000000005,72.19705583564973
1999-07-13,0.0428759,0.0431057,0.0405864,0.0424127,38533405,2384.21,2384.21,2352.52,2373.66,171618966.0,1399.1,1399.1,1386.84,1393.56,408888889.0,19.95,19.95,19.95,19.95,0.035240985,0.034365524,72.19705583564973
1999-07-14,0.0424127,0.04356,0.0405864,0.0408112,38153809,2373.61,2417.06,2360.83,2417.05,184670690.0,1393.56,1400.05,1386.51,1398.17,420055556.0,19.71,19.71,19.71,19.71,0.035653775,0.034480074,65.06943185136568
1999-07-15,0.0412705,0.0424127,0.0410388,0.0410388,37761394,2417.05,2430.44,2407.4,2429.27,192986207.0,1398.17,1409.84,1398.17,1409.62,454888889.0,18.68,18.68,18.68,18.68,0.036031820000000006,0.03463582,65.58936555553036
1999-07-16,0.0417307,0.04218,0.0410388,0.0419634,28785648,2429.27,2466.8,2429.27,2459.48,181544828.0,1409.62,1418.78,1407.07,1418.78,396722222.0,17.42,17.42,17.42,17.42,0.03650222,0.034796422,67.69315915028697
1999-07-19,0.0419634,0.04218,0.0405864,0.0408112,11959062,2459.5,2468.42,2422.63,2424.62,163094828.0,1418.78,1420.33,1404.56,1407.65,356850000.0,19.07,19.07,19.07,19.07,0.03698361,0.034947616,62.56020618087383
1999-07-20,0.0408112,0.0408112,0.0387442,0.0401271,48909258,2424.62,2424.62,2327.73,2329.32,186429310.0,1407.65,1407.65,1375.15,1377.1,419333333.0,21.79,21.79,21.79,21.79,0.037339125,0.035080599999999997,59.66729401447658
1999-07-21,0.0396677,0.0396677,0.0378386,0.038972,30813680,2329.32,2368.37,2325.11,2363.63,175703448.0,1377.1,1386.66,1372.63,1379.29,436388889.0,21.46,21.46,21.46,21.46,0.037671385,0.035190481999999995,55.03928165150877
1999-07-22,0.0387442,0.0387442,0.0366834,0.0371475,58447763,2363.63,2363.63,2281.31,2281.92,179072414.0,1379.29,1379.29,1353.98,1360.97,428722222.0,23.05,23.05,23.05,23.05,0.03787792,0.035227066,48.623972727786885
1999-07-23,0.036919,0.0382868,0.036919,0.0371475,22400392,2281.92,2313.82,2270.0,2302.02,158972414.0,1360.97,1367.41,1349.91,1356.94,350322222.0,23.32,23.32,23.32,23.32,0.038118955,0.035245422,48.623972727786885
1999-07-26,0.0380583,0.0380583,0.037377,0.037377,16944211,2302.02,2302.02,2233.15,2233.51,145491379.0,1356.94,1358.61,1346.2,1347.76,340805556.0,24.98,24.98,24.98,24.98,0.038348555,0.035268368,49.4829681154951
1999-07-27,0.037377,0.0376018,0.0366834,0.037377,27267806,2233.51,2312.68,2233.51,2308.78,171986207.0,1347.75,1368.7,1347.75,1362.84,402111111.0,23.23,23.23,23.23,23.23,0.03855483,0.035328172000000005,49.4829681154951
1999-07-28,0.037377,0.0385123,0.0371475,0.0380583,67227367,2308.39,2338.01,2282.77,2333.78,166358621.0,1362.84,1370.53,1355.54,1365.4,383833333.0,22.85,22.85,22.85,22.85,0.03878385,0.035369454,52.232674396321336
1999-07-29,0.037377,0.0385123,0.036919,0.0382868,105983133,2333.78,2333.78,2256.18,2263.06,158103448.0,1365.4,1365.4,1332.82,1341.03,427833333.0,24.52,24.52,24.52,24.52,0.038875355,0.035378417999999995,53.153667909832095
1999-07-30,0.0382868,0.0394331,0.0382868,0.0385123,123463804,2263.06,2309.18,2263.06,2270.93,151251724.0,1341.03,1350.92,1328.49,1328.72,409333333.0,24.64,24.64,24.64,24.64,0.039070005000000005,0.03542878,54.094337128485066
1999-08-02,0.0385123,0.038972,0.0382868,0.0387442,85623842,2270.93,2307.55,2255.79,2264.81,130037931.0,1328.72,1344.69,1325.21,1328.05,360861111.0,25.59,25.59,25.59,25.59,0.039149840000000005,0.035538634,55.09298957408571
1999-08-03,0.0387442,0.0387442,0.0376018,0.0378386,69700342,2264.81,2292.29,2211.44,2239.18,174741379.0,1328.05,1336.13,1314.91,1322.18,410888889.0,26.27,26.27,26.27,26.27,0.03917292,0.035644298,50.47507954224151
1999-08-04,0.0380583,0.0382868,0.0378386,0.0378386,25069580,2239.18,2258.83,2202.49,2204.33,166236207.0,1322.18,1330.16,1304.5,1305.33,438500000.0,27.4,27.4,27.4,27.4,0.039242015000000005,0.035754534,50.47507954224151
1999-08-05,0.0378386,0.0385123,0.037377,0.0385123,65670406,2204.33,2232.23,2148.23,2232.23,201225862.0,1305.33,1313.71,1287.23,1313.71,477388889.0,27.01,27.01,27.01,27.01,0.03929878,0.035873672,53.81509647780291
1999-08-06,0.0382868,0.0385123,0.0382868,0.0385123,50400841,2232.23,2260.01,2201.9,2212.15,140298276.0,1313.71,1316.74,1293.19,1300.29,388277778.0,26.6,26.6,26.6,26.6,0.039195075,0.03599281,53.81509647780292
1999-08-09,0.0385123,0.038972,0.0382868,0.0385123,8805863,2212.15,2226.67,2183.85,2187.61,129001724.0,1300.29,1306.68,1295.99,1297.8,380166667.0,27.66,27.66,27.66,27.66,0.039000055,0.036116520000000006,53.81509647780292
1999-08-10,0.0387442,0.0408112,0.0385123,0.0392015,57937612,2187.61,2192.77,2120.26,2163.77,168660345.0,1297.8,1298.62,1267.73,1281.43,464555556.0,28.45,28.45,28.45,28.45,0.038839494999999995,0.036249442,57.47913277476305
1999-08-11,0.0398945,0.04218,0.0394331,0.0417307,54038391,2164.55,2241.82,2164.55,2241.8,157148276.0,1281.43,1301.93,1281.43,1301.93,440166667.0,25.39,25.39,25.39,25.39,0.03888547,0.036428356,67.62860980277296
1999-08-12,0.0419634,0.0449409,0.0417307,0.0437967,65997474,2241.8,2260.84,2212.99,2214.33,158063793.0,1301.93,1313.61,1298.06,1298.16,414222222.0,25.03,25.03,25.03,25.03,0.039023365,0.036676008,73.24629408299674
1999-08-13,0.04356,0.044251,0.0428759,0.0433452,23551798,2216.15,2307.13,2216.15,2307.06,161072414.0,1298.16,1327.72,1298.16,1327.68,384277778.0,22.31,22.31,22.31,22.31,0.039092455,0.036896375999999995,70.37214757254887
1999-08-16,0.0437967,0.0437967,0.0401271,0.0417307,61313183,2307.06,2332.97,2294.37,2313.08,134753448.0,1327.68,1331.05,1320.51,1330.77,324194444.0,23.07,23.07,23.07,23.07,0.03913843,0.037079882,61.13425609025529
1999-08-17,0.0417307,0.0424127,0.0408112,0.0417307,52991642,2313.08,2346.55,2295.11,2337.37,154894828.0,1330.77,1344.16,1328.76,1344.16,384166667.0,21.67,21.67,21.67,21.67,0.03921861,0.03725416,61.13425609025529
1999-08-18,0.0412705,0.0433452,0.0405864,0.0426466,76517411,2337.37,2351.0,2317.39,2317.39,180222414.0,1344.16,1344.16,1332.13,1332.84,379333333.0,23.3,23.3,23.3,23.3,0.039402339999999994,0.037432738,64.22413572656953
1999-08-19,0.0458586,0.0541092,0.044251,0.0518125,536759047,2317.39,2317.39,2270.96,2278.79,149703448.0,1332.84,1332.84,1315.35,1323.59,380111111.0,24.39,24.39,24.39,24.39,0.04013559,0.037781252,80.73265642029139
1999-08-20,0.0520423,0.0522719,0.0495241,0.0513634,96654000,2278.79,2315.49,2276.2,2315.07,137093103.0,1323.59,1336.61,1323.59,1336.61,367333333.0,22.95,22.95,22.95,22.95,0.040846385,0.038120784,78.81366871654066
1999-08-23,0.0506643,0.0506643,0.0465426,0.0481421,139086747,2315.07,2386.01,2315.07,2385.87,157867241.0,1336.61,1360.24,1336.61,1360.22,379222222.0,22.55,22.55,22.55,22.55,0.04138464,0.038409272,66.58754577785088
1999-08-24,0.0474581,0.0483788,0.0451755,0.0479156,109188831,2385.84,2432.39,2371.14,2404.82,177958621.0,1360.22,1373.32,1353.63,1363.5,407055556.0,22.4,22.4,22.4,22.4,0.041911569999999995,0.038716476,65.81445547813888
1999-08-25,0.0481421,0.0486054,0.0458586,0.0476939,96235336,2404.82,2465.74,2400.21,2460.92,178612069.0,1363.5,1382.84,1359.2,1381.79,480333333.0,20.96,20.96,20.96,20.96,0.04239335,0.039019246,65.01873976674702
1999-08-26,0.0476939,0.0483788,0.0463127,0.0469969,75339676,2460.92,2467.46,2416.31,2417.3,189665517.0,1381.79,1381.79,1361.53,1362.01,399444444.0,21.21,21.21,21.21,21.21,0.042828855000000006,0.039289625999999994,62.46189950477886
1999-08-27,0.0479156,0.0515931,0.0476939,0.0497567,150626995,2417.3,2438.88,2396.07,2402.57,138981034.0,1362.01,1365.63,1347.35,1348.27,316694444.0,21.83,21.83,21.83,21.83,0.043391075,0.039633652,67.85254913839614
1999-08-30,0.0504347,0.0515931,0.0474581,0.0495241,43283113,2402.57,2415.6,2358.79,2366.88,137231034.0,1348.27,1350.7,1322.8,1324.02,332166667.0,24.63,24.63,24.63,24.63,0.04393007,0.040000466,66.97952220592603
1999-08-31,0.0497567,0.0538797,0.0488351,0.0536499,215172055,2366.88,2400.65,2326.99,2396.87,167343103.0,1324.02,1333.27,1306.96,1320.41,478722222.0,24.45,24.45,24.45,24.45,0.044720635,0.040413128,73.4941108192782
1999-09-01,0.0536499,0.0536499,0.0504347,0.0511337,154682929,2396.87,2433.45,2390.02,2404.94,158505172.0,1320.41,1331.18,1320.39,1331.07,393444444.0,22.93,22.93,22.93,22.93,0.04538539,0.040789266,65.06343653419731
1999-09-02,0.0495241,0.0509039,0.0483788,0.0506643,93016610,2404.94,2407.49,2356.4,2392.6,144165517.0,1331.07,1331.07,1304.88,1319.11,381722222.0,24.53,24.53,24.53,24.53,0.04599299,0.041142216,63.597772976434605
1999-09-03,0.0515931,0.0522719,0.0506643,0.0509039,71244233,2393.75,2506.75,2393.75,2506.69,156967241.0,1319.11,1357.74,1319.11,1357.24,368444444.0,20.98,20.98,20.98,20.98,0.04661257,0.041513758000000005,64.04302798697873
1999-09-07,0.0518125,0.0518125,0.0504347,0.0506643,34594996,2506.69,2525.03,2491.82,2491.82,157108621.0,1357.24,1361.39,1349.59,1350.45,397388889.0,23.44,23.44,23.44,23.44,0.04722017,0.041871344000000005,63.21039417399152
1999-09-08,0.0509039,0.0511337,0.0506643,0.0506643,46671873,2491.82,2504.55,2453.64,2454.67,173439655.0,1350.45,1355.18,1337.36,1344.15,439555556.0,23.82,23.82,23.82,23.82,0.04779331,0.0422196,63.21039417399152
